,Img_ID,Z plane,Well coords,Acquisition number,Metrics,Value,Estimated f,Elapsed time
0,rawtake_n2_wellJ11_zheigth483.ims,483,J11,2,Brenner,23231471906,1,50.09270453453064
1,rawtake_n1_wellJ11_zheigth485.ims,485,J11,1,Brenner,23196512304,0,50.09270453453064
2,rawtake_n2_wellJ11_zheigth479.ims,479,J11,2,Brenner,23231471906,0,50.09270453453064
