,Img_ID,Z plane,Well coords,Acquisition number,Metrics,Value,Estimated f,Elapsed time
0,rawtake_n2_wellL12_zheigth475.ims,475,L12,2,Brenner,23231471906,1,50.082597970962524
1,rawtake_n1_wellL12_zheigth477.ims,477,L12,1,Brenner,23196512304,0,50.082597970962524
2,rawtake_n2_wellL12_zheigth479.ims,479,L12,2,Brenner,23231471906,0,50.082597970962524
