,Img_ID,Z plane,Well coords,Acquisition number,Metrics,Value,Estimated f,Elapsed time
0,rawtake_n2_wellK12_zheigth483.ims,483,K12,2,Brenner,23231471906,1,50.09678912162781
1,rawtake_n2_wellK12_zheigth479.ims,479,K12,2,Brenner,23231471906,0,50.09678912162781
2,rawtake_n1_wellK12_zheigth481.ims,481,K12,1,Brenner,23196512304,0,50.09678912162781
