,Img_ID,Z plane,Well coords,Acquisition number,Metrics,Value,Estimated f,Elapsed time
0,rawtake_n1_wellJ12_zheigth485.ims,485,J12,1,Brenner,23196512304,0,50.099090337753296
1,rawtake_n2_wellJ12_zheigth483.ims,483,J12,2,Brenner,23231471906,1,50.099090337753296
