,Img_ID,Z plane,Well coords,Acquisition number,Metrics,Value,Estimated f,Elapsed time
0,rawtake_n2_wellI11_zheigth483.ims,483,I11,2,Brenner,23231471906,1,50.06536245346069
1,rawtake_n1_wellI11_zheigth485.ims,485,I11,1,Brenner,23196512304,0,50.06536245346069
