,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Img_ID_x,Autofocus_score,Z plane,Well coords,Acquisition number,Metrics,Value,Variables,Frequency,Total power,Estimated f,Elapsed time,x,y,Type prediction,Type homography prediction,Type grid prediction,Wellname,time_x,complex_img,Img_ID_y,quality,time_y,Variance,fmean,fmeanbin,fSTD,Spectral_moments
0,0,0,0.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.28.39.ims,1.0,7016.84,2-22,0.0,Brenner,1382913204.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.28.39,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,656.4303314072821,5124.015765128034,5124.015765128034,1255.0052252385606,0.5708989265031266
1,1,1,1.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.28.01.ims,1.0,7021.76,2-22,1.0,Brenner,1390431669.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.28.01,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,657.1580363706727,5104.205051545622,5104.205051545622,1268.154589313163,0.5642742645745976
2,2,2,2.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.28.13.ims,1.0,7026.7,2-22,2.0,Brenner,1387021398.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.28.13,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,658.2912642141891,5135.52878072171,5135.52878072171,1262.0181212339637,0.571637205741296
3,3,3,3.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.28.52.ims,1.0,7031.62,2-22,3.0,Brenner,1380994794.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.28.52,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,655.2454934537964,5094.724355069348,5094.724355069348,1253.5921627901523,0.5650275080766753
4,4,4,4.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.29.04.ims,1.0,7036.6,2-22,4.0,Brenner,1383844575.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.29.04,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,656.8547630851461,5136.05714089498,5136.05714089498,1255.3880501355145,0.5736758481690375
5,5,5,5.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.29.17.ims,1.0,7041.56,2-22,5.0,Brenner,1382357855.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.29.17,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,655.1439241286716,5079.54713762512,5079.54713762512,1257.079019339826,0.5623418764365331
6,6,6,6.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.28.26.ims,1.0,7046.54,2-22,6.0,Brenner,1389338765.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.28.26,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,657.7123367227032,5134.554914181372,5134.554914181372,1278.353738115598,0.5712915452251243
7,7,7,7.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.27.47.ims,1.0,7051.54,2-22,7.0,Brenner,1389099168.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.27.47,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,659.0147876131215,5181.309288586274,5181.309288586274,1267.812753668138,0.5810452780172607
8,8,8,8.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.30.46.ims,1.0,7056.54,2-22,8.0,Brenner,1379604314.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.30.46,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,654.1704356241913,5086.320207881399,5086.320207881399,1282.8211045603955,0.564374590808613
9,9,9,9.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.29.56.ims,1.0,7061.42,2-22,9.0,Brenner,1382150970.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.29.56,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,654.4739918476188,5103.366863479932,5103.366863479932,1251.678139264687,0.5678162004516231
10,10,10,10.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.30.21.ims,1.0,7066.42,2-22,10.0,Brenner,1377762931.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.30.21,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,652.7485929343367,5090.375791815736,5090.375791815736,1272.2981126860204,0.5662723378027692
11,11,11,11.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.30.08.ims,1.0,7071.36,2-22,11.0,Brenner,1378602615.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.30.08,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,653.0409135165974,5063.756384763661,5063.756384763661,1263.531469231292,0.5602248142221364
12,12,12,12.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.29.43.ims,1.0,7076.38,2-22,12.0,Brenner,1379727605.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.29.43,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,653.3130380958319,5119.7445730322015,5119.7445730322015,1272.258324379906,0.572043453874775
13,13,13,13.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.29.30.ims,1.0,7081.36,2-22,13.0,Brenner,1380439266.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.29.30,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,654.6931286434992,5131.09451486724,5131.09451486724,1270.4158459510104,0.5731670840955468
14,14,14,14.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.30.34.ims,1.0,7086.36,2-22,14.0,Brenner,1380756519.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.30.34,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,652.6611078614311,5101.568840003674,5101.568840003674,1269.1170123536092,0.5682379766773654
15,15,15,15.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.32.52.ims,1.0,7006.74,2-22,0.0,Brenner,1750855234.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.32.52,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,836.707526491342,6329.216754086672,6329.216754086672,1151.8515734018806,0.6811454108064782
16,16,16,16.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.31.35.ims,1.0,7001.72,2-22,1.0,Brenner,1412040170.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.31.35,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,750.2452922850626,5367.330897300709,5367.330897300709,1475.977767609224,0.5986627534387423
17,17,17,17.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.32.26.ims,2.0,6996.64,2-22,2.0,Brenner,2071806317.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.32.26,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,1145.6837823550889,7369.571502890653,7369.571502890653,1085.3058428847469,0.7776843702566214
18,18,18,18.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.31.22.ims,2.0,6991.6,2-22,3.0,Brenner,1391046472.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.31.22,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,685.1159246689058,5211.457129551633,5211.457129551633,1265.8893884832576,0.5801437202923527
19,19,19,19.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.32.01.ims,2.0,6986.6,2-22,4.0,Brenner,1524251666.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.32.01,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,789.1630809067508,5773.037757382424,5773.037757382424,1371.5722117134474,0.6337331475690378
20,20,20,20.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.32.39.ims,1.0,6981.6,2-22,5.0,Brenner,1765207032.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.32.39,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,844.6289878198295,6377.188680455754,6377.188680455754,1136.128800020931,0.6856152353855314
21,21,21,21.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.31.48.ims,1.0,6976.56,2-22,6.0,Brenner,1432477647.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.31.48,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,756.9404520951211,5510.196589231221,5510.196589231221,1612.8100217503466,0.6079933039181586
22,22,22,22.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.31.09.ims,1.0,6971.54,2-22,7.0,Brenner,1383429733.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.31.09,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,658.0949227365328,5113.156646888143,5113.156646888143,1246.726791993453,0.5682681231949659
23,23,23,23.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.32.13.ims,3.0,6966.52,2-22,8.0,Brenner,2084757640.0,,,,1.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.32.13,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,1355.8563032348693,7821.210990976581,7821.210990976581,2498.8135031353163,0.8189166033161979
24,24,24,24.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.33.05.ims,1.0,6961.46,2-22,9.0,Brenner,1738098291.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.33.05,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,828.7319596100116,6259.826334563047,6259.826334563047,1145.5673655888615,0.671917768083562
25,25,25,25.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.33.17.ims,1.0,6956.44,2-22,10.0,Brenner,1724616247.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.33.17,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,823.2264572111308,6256.868313978131,6256.868313978131,1150.715172644923,0.6758439507554596
26,26,26,26.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.33.30.ims,2.0,6951.38,2-22,11.0,Brenner,1732381777.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.33.30,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,826.2579235577371,6280.1512294228,6280.1512294228,1159.7136421180985,0.6777440148523883
27,27,27,27.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.33.43.ims,1.0,6946.28,2-22,12.0,Brenner,1703223517.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.33.43,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,811.405088393949,6155.769006076139,6155.769006076139,1146.4141394830558,0.6626966536921499
28,28,28,28.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.33.55.ims,1.0,6941.22,2-22,13.0,Brenner,1700529247.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.33.55,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,809.2273244397057,6159.26046691126,6159.26046691126,1174.4315050268235,0.6649363284915681
29,29,29,29.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.34.08.ims,1.0,6936.2,2-22,14.0,Brenner,1687778745.0,,,,0.0,417.534456253052,47.0909,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-22,18.34.08,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.34.34_F0.ims,2,18.34.34,802.8604824436418,6137.11675545819,6137.11675545819,1159.9013242089584,0.6653794462344038
30,30,30,0.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.42.35.ims,1.0,7029.28,9-24,0.0,Brenner,1396330481.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.42.35,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,660.8452505339648,5163.052676336964,5163.052676336964,1249.6274866047092,0.5736677512066765
31,31,31,1.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.43.00.ims,1.0,7034.14,9-24,1.0,Brenner,1391769055.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.43.00,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,660.1871974312162,5147.847535734132,5147.847535734132,1235.3757086640396,0.5718119810780024
32,32,32,2.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.42.08.ims,1.0,7038.98,9-24,2.0,Brenner,1404754457.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.42.08,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,665.0092749385294,5182.286960163253,5182.286960163253,1214.6714859573765,0.5738684102680353
33,33,33,3.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.42.22.ims,1.0,7043.96,9-24,3.0,Brenner,1402164859.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.42.22,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,663.516413966479,5155.78951613357,5155.78951613357,1252.2151985146202,0.5706045027222565
34,34,34,4.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.42.48.ims,1.0,7048.88,9-24,4.0,Brenner,1397145501.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.42.48,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,662.2553772284824,5186.6806925736855,5186.6806925736855,1232.1689532607334,0.5791305836780474
35,35,35,5.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.44.42.ims,1.0,7053.78,9-24,5.0,Brenner,1390263810.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.44.42,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,660.3610657178215,5134.276246913871,5134.276246913871,1236.9275660726237,0.5704654601452336
36,36,36,6.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.44.30.ims,1.0,7058.76,9-24,6.0,Brenner,1389542860.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.44.30,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,656.8985637136357,5081.256888899153,5081.256888899153,1239.581800082881,0.5592944533632601
37,37,37,7.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.43.39.ims,1.0,7063.64,9-24,7.0,Brenner,1392367834.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.43.39,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,658.2974201930555,5097.034587044112,5097.034587044112,1233.7664083760665,0.5620303357655013
38,38,38,8.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.44.04.ims,1.0,7068.6,9-24,8.0,Brenner,1391420277.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.44.04,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,660.0865798272351,5126.338311959404,5126.338311959404,1236.2929133154707,0.5674563545779661
39,39,39,9.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.44.17.ims,1.0,7073.6,9-24,9.0,Brenner,1389760737.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.44.17,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,658.5560345427494,5114.549457908885,5114.549457908885,1239.2069068577462,0.5657802470271807
40,40,40,10.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.43.51.ims,1.0,7078.56,9-24,10.0,Brenner,1389573665.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.43.51,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,659.0744003354921,5116.446766785024,5116.446766785024,1238.3527958323623,0.5665056229750349
41,41,41,11.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.43.13.ims,1.0,7083.54,9-24,11.0,Brenner,1395121938.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.43.13,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,660.8528322330094,5148.0495809673175,5148.0495809673175,1231.9939495197489,0.5708939229666288
42,42,42,12.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.43.26.ims,1.0,7088.44,9-24,12.0,Brenner,1399895129.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.43.26,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,663.5609652614221,5163.42377637081,5163.42377637081,1241.2097442912034,0.5731247355492205
43,43,43,13.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.45.57.ims,1.0,7093.42,9-24,13.0,Brenner,1395633524.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.45.57,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,659.5936932565656,5134.206376897727,5134.206376897727,1229.156012804444,0.5677112219680107
44,44,44,14.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.46.09.ims,1.0,7098.42,9-24,14.0,Brenner,1396329224.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.46.09,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,660.7178505497141,5154.38307824416,5154.38307824416,1249.9541356812038,0.5723154278606406
45,45,45,15.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.46.22.ims,1.0,7019.2,9-24,0.0,Brenner,1395575574.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.46.22,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,660.1902057832267,5161.843854613041,5161.843854613041,1241.1609994554976,0.5736911322144461
46,46,46,16.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.45.44.ims,1.0,7014.28,9-24,1.0,Brenner,1392121416.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.45.44,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,658.9223548885784,5168.810461241443,5168.810461241443,1253.4981644107695,0.5767992683401024
47,47,47,17.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.44.55.ims,1.0,7009.2,9-24,2.0,Brenner,1384324208.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.44.55,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,656.6760519998934,5109.88799246052,5109.88799246052,1230.5706703359544,0.567162201902795
48,48,48,18.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.45.08.ims,1.0,7004.18,9-24,3.0,Brenner,1380298393.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.45.08,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,655.582462154627,5114.167826171355,5114.167826171355,1246.061028564611,0.5684598843627566
49,49,49,19.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.45.31.ims,1.0,6999.16,9-24,4.0,Brenner,1398522398.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.45.31,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,660.6038372746989,5180.800629647207,5180.800629647207,1253.4994016552837,0.5779493765256296
