,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Img_ID_x,Autofocus_score,Z plane,Well coords,Acquisition number,Metrics,Value,Variables,Frequency,Total power,Estimated f,Elapsed time,x,y,Type prediction,Type homography prediction,Type grid prediction,Wellname,time_x,complex_img,Img_ID_y,quality,time_y,Variance,fmean,fmeanbin,fSTD,Spectral_moments
821,821,821,11.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.52.36.ims,,7083.66,10-22,11.0,Brenner,1384917343.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.52.36,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,658.506330506074,5113.387008949917,5113.387008949917,1247.3866421812752,0.5672367109342136
822,822,822,12.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.51.44.ims,,7088.64,10-22,12.0,Brenner,1389187138.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.51.44,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,660.3578606764204,5102.893598647915,5102.893598647915,1224.1008453499126,0.563844086848563
823,823,823,13.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.52.23.ims,,7093.62,10-22,13.0,Brenner,1385405393.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.52.23,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,659.7344059221738,5101.743142756903,5101.743142756903,1241.674247358362,0.5638853626764482
824,824,824,14.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.51.57.ims,,7098.62,10-22,14.0,Brenner,1384114805.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.51.57,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,657.8655811204297,5119.104925975618,5119.104925975618,1240.393889381808,0.5693785137153031
825,825,825,15.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.54.54.ims,,7019.22,10-22,0.0,Brenner,1394513819.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.54.54,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,662.2982450001291,5168.465410104586,5168.465410104586,1240.864938236428,0.5749192175834643
826,826,826,16.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.53.50.ims,,7014.16,10-22,1.0,Brenner,1396186768.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.53.50,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,661.179045010409,5141.915384809103,5141.915384809103,1250.7776139559624,0.5692315444076776
827,827,827,17.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.54.03.ims,,7009.14,10-22,2.0,Brenner,1391419485.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.54.03,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,662.1006962686207,5140.906742148402,5140.906742148402,1228.189682361216,0.5698709637571546
828,828,828,18.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.54.41.ims,,7004.08,10-22,3.0,Brenner,1399403130.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.54.41,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,663.007423602916,5188.155130888424,5188.155130888424,1260.674638715134,0.5789403925558145
829,829,829,19.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.54.29.ims,,6999.06,10-22,4.0,Brenner,1392647911.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.54.29,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,660.9061663930898,5126.157151830547,5126.157151830547,1240.9337574666347,0.5667717063107154
830,830,830,20.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.53.12.ims,,6993.92,10-22,5.0,Brenner,1389347207.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.53.12,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,660.127217883704,5161.927297323455,5161.927297323455,1242.1696748716515,0.5767970502505683
831,831,831,21.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.53.37.ims,,6988.78,10-22,6.0,Brenner,1397184100.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.53.37,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,662.1168652316555,5164.93939031583,5164.93939031583,1253.9303150914816,0.5744780871750853
832,832,832,22.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.54.16.ims,,6983.74,10-22,7.0,Brenner,1393723561.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.54.16,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,660.8352720703624,5133.737534025966,5133.737534025966,1225.3596493380223,0.5686203601868853
833,833,833,23.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.53.24.ims,,6978.6,10-22,8.0,Brenner,1392411054.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.53.24,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,660.4217084740463,5121.94617577095,5121.94617577095,1238.2412554916978,0.5663543837792806
834,834,834,24.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.55.07.ims,,6973.56,10-22,9.0,Brenner,1396030450.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.55.07,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,662.6426894160031,5137.161257588879,5137.161257588879,1241.3711592885431,0.5676057255970941
835,835,835,25.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.55.20.ims,,6968.54,10-22,10.0,Brenner,1394384005.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.55.20,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,661.5605261936959,5155.037217625894,5155.037217625894,1232.6270857029865,0.5726276269411628
836,836,836,26.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.55.33.ims,,6963.5,10-22,11.0,Brenner,1404829990.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.55.33,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,668.3378176956758,5159.053978559917,5159.053978559917,1253.3374427322794,0.5684578989349846
837,837,837,27.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.55.45.ims,,6958.48,10-22,12.0,Brenner,1406411316.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.55.45,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,678.6884558665915,5295.948891981598,5295.948891981598,1245.167362761419,0.5926894096274882
838,838,838,28.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.55.58.ims,,6953.46,10-22,13.0,Brenner,1439530255.0,,,,0.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.55.58,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,775.774162963715,5722.566368306153,5722.566368306153,2133.1349157896743,0.6214816272210065
839,839,839,29.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.56.11.ims,,6948.4,10-22,14.0,Brenner,2683556601.0,,,,1.0,418.243102073669,47.0909,-8.02314,1.0,Levenberg-Marquardt,Linear spacing,10-22,20.56.11,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.56.37_F0.ims,3,20.56.37,6048.708736467874,35032.211090944635,35032.211090944635,93545.8879386514,3.062661345029605
840,840,840,0.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.08.02.ims,,7016.72,8-8,0.0,Brenner,1355824081.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.08.02,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,641.7457647196699,4975.621302421374,4975.621302421374,1254.6422922061206,0.5501714253641227
841,841,841,1.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.07.36.ims,,7021.76,8-8,1.0,Brenner,1360167725.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.07.36,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,643.1862429876201,5013.700654762314,5013.700654762314,1265.3021040262631,0.5575558303326783
842,842,842,2.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.07.23.ims,,7026.68,8-8,2.0,Brenner,1361165700.0,,,,1.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.07.23,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,645.1289705486631,5028.815298627542,5028.815298627542,1263.4578632469982,0.5594435702893884
843,843,843,3.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.07.49.ims,,7031.66,8-8,3.0,Brenner,1352368267.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.07.49,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,641.6024098312465,5041.920836938812,5041.920836938812,1259.8287146220691,0.5659498220514607
844,844,844,4.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.08.40.ims,,7036.58,8-8,4.0,Brenner,1346078433.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.08.40,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,637.3857814163727,5015.845408142167,5015.845408142167,1271.0451871621149,0.5628957709380661
845,845,845,5.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.09.06.ims,,7041.58,8-8,5.0,Brenner,1349120856.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.09.06,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,639.7654587208306,4961.66034907515,4961.66034907515,1257.3279308803003,0.5499829382888655
846,846,846,6.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.08.53.ims,,7046.36,8-8,6.0,Brenner,1346118841.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.08.53,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,639.6422031809925,4990.152642460263,4990.152642460263,1254.8721566552883,0.5568191601715109
847,847,847,7.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.09.44.ims,,7051.32,8-8,7.0,Brenner,1344055445.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.09.44,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,636.9190203639662,4937.055742362497,4937.055742362497,1237.1271069948964,0.546094590123834
848,848,848,8.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.08.15.ims,,7056.32,8-8,8.0,Brenner,1352260480.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.08.15,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,640.9849982976664,5025.607983712519,5025.607983712519,1265.409861585332,0.5623651313267681
849,849,849,9.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.08.28.ims,,7061.2,8-8,9.0,Brenner,1353349409.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.08.28,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,640.0629894987139,5003.858765634117,5003.858765634117,1269.333821746084,0.5578085168476212
850,850,850,10.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.09.31.ims,,7066.16,8-8,10.0,Brenner,1348868287.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.09.31,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,638.9995827294712,4981.555343781139,4981.555343781139,1245.1226151801252,0.5538832060199856
851,851,851,11.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.09.19.ims,,7071.06,8-8,11.0,Brenner,1350880526.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.09.19,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,641.2341191208048,4963.006117569761,4963.006117569761,1258.441633238932,0.5481590092089863
852,852,852,12.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.10.46.ims,,7076.08,8-8,12.0,Brenner,1349406868.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.10.46,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,640.052342407516,5001.552718679531,5001.552718679531,1265.0509948071772,0.5584503354761985
853,853,853,13.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.09.57.ims,,7081.02,8-8,13.0,Brenner,1348279384.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.09.57,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,639.7961247598141,4986.48791126285,4986.48791126285,1255.187737166073,0.5556826663067815
854,854,854,14.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.10.59.ims,,7085.96,8-8,14.0,Brenner,1346577447.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.10.59,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,637.9969815269707,4991.689339340965,4991.689339340965,1256.523681012444,0.5566475732650926
855,855,855,15.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.11.11.ims,,7006.72,8-8,0.0,Brenner,1346101198.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.11.11,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,637.0881496062502,4953.362519295173,4953.362519295173,1214.7075182778708,0.5485716535431573
856,856,856,16.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.10.10.ims,,7001.7,8-8,1.0,Brenner,1346235381.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.10.10,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,637.6927822533308,4984.11586000078,4984.11586000078,1286.5058403564883,0.5555720841380751
857,857,857,17.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.11.24.ims,,6996.52,8-8,2.0,Brenner,1352632080.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.11.24,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,640.3042798240728,5000.411862915023,5000.411862915023,1261.3326653834547,0.5567324982761934
858,858,858,18.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.10.23.ims,,6991.5,8-8,3.0,Brenner,1345472662.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.10.23,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,639.1868822970282,4972.301076906776,4972.301076906776,1257.145936844004,0.5542060131427107
859,859,859,19.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.13.19.ims,,6986.38,8-8,4.0,Brenner,1348688334.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.13.19,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,638.801599104241,4975.616037587727,4975.616037587727,1245.8339899596729,0.5523710421411581
860,860,860,20.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.11.50.ims,,6981.36,8-8,5.0,Brenner,1350977309.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.11.50,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,639.1245358476735,5046.672675147811,5046.672675147811,1266.8924042867095,0.567343637816063
861,861,861,21.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.13.07.ims,,6976.34,8-8,6.0,Brenner,1347948910.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.13.07,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,638.5848875744542,4990.039027146906,4990.039027146906,1250.3176295786986,0.5559701037350889
862,862,862,22.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.12.16.ims,,6971.32,8-8,7.0,Brenner,1351479905.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.12.16,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,640.0030770347075,5045.457304833772,5045.457304833772,1273.1362143704323,0.5666591828036638
863,863,863,23.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.12.54.ims,,6966.3,8-8,8.0,Brenner,1348062034.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.12.54,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,637.9392731711123,4977.855504670298,4977.855504670298,1249.8505895577591,0.553012630784214
864,864,864,24.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.12.28.ims,,6961.22,8-8,9.0,Brenner,1351956092.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.12.28,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,639.8951541016996,5041.035288419611,5041.035288419611,1256.2483890695698,0.5656907265243295
865,865,865,25.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.12.41.ims,,6956.18,8-8,10.0,Brenner,1350785025.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.12.41,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,638.59199216627,4979.953926712641,4979.953926712641,1263.144439577885,0.5536920163026788
866,866,866,26.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.11.37.ims,,6951.14,8-8,11.0,Brenner,1343754451.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.11.37,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,638.5727390493121,4950.774587041186,4950.774587041186,1246.0288747930424,0.5485497619687112
867,867,867,27.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.12.03.ims,,6946.14,8-8,12.0,Brenner,1348831260.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.12.03,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,637.5447820533824,4987.389556900299,4987.389556900299,1268.2139310977273,0.5550543287083143
868,868,868,28.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.13.32.ims,,6941.14,8-8,13.0,Brenner,1351019109.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.13.32,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,640.0630362118374,5027.85206001722,5027.85206001722,1263.6976480892888,0.5636207085952158
869,869,869,29.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.13.45.ims,,6936.12,8-8,14.0,Brenner,1350544469.0,,,,0.0,417.762261867523,-16.2549,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-8,20.13.45,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.14.11_F0.ims,3,20.14.11,638.3157200236892,4986.0616322347705,4986.0616322347705,1250.245010535867,0.5547528721522232
870,870,870,0.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.10.55.ims,,7016.7,2-2,0.0,Brenner,1700597646.0,,,,0.0,416.729207992554,-43.4031,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-2,18.10.55,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.19.13_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.19.13_F0.ims,3,18.19.13,807.587809607133,6159.47040733886,6159.47040733886,1164.994524818182,0.6658178788024277
871,871,871,1.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_18.13.31.ims,,7021.62,2-2,1.0,Brenner,1788272761.0,,,,0.0,416.729207992554,-43.4031,28.71174,1.0,Levenberg-Marquardt,Linear spacing,2-2,18.13.31,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.19.13_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_18.19.13_F0.ims,3,18.19.13,854.0437175326498,6447.177619576643,6447.177619576643,1130.6987411449757,0.6908252338359221
