,Img_ID_x,Value
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.25.01.ims,0.9958794770974373
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.25.26.ims,0.9964771529201322
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.25.52.ims,0.9948071525870177
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.24.48.ims,0.9945894033825415
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.25.39.ims,0.9949871119442792
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.26.17.ims,0.9938482785087663
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.26.04.ims,0.9925851420740923
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.25.13.ims,0.9953327189188098
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.26.43.ims,0.9954991967670134
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.26.56.ims,0.9977046666382957
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.27.08.ims,0.9946374744154943
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.27.21.ims,0.9945463696231964
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.27.34.ims,0.9959827882699706
9,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.27.47.ims,0.997863323108092
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.15.03.ims,1.0
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.15.28.ims,0.9975889624050102
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.15.16.ims,0.9948359473478415
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.15.54.ims,0.9948021307399549
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.16.07.ims,0.9937136962599743
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.16.19.ims,0.994724833073216
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.16.32.ims,0.9940261729981389
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.15.41.ims,0.9957051164120113
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.17.36.ims,0.9920997989715259
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.17.49.ims,0.9902155467945776
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.17.10.ims,0.9931255562540277
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.18.01.ims,0.9903459182071859
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.16.58.ims,0.9920505882790127
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.17.23.ims,0.9927837395430938
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.16.45.ims,0.990597011651866
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.20.06.ims,0.999128330679859
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.18.50.ims,0.9954201396189725
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.19.15.ims,0.9936785103959473
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.18.37.ims,0.9965883253750966
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.19.53.ims,0.9975549333758356
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.19.03.ims,0.9953841700926261
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.19.28.ims,0.9950578809472634
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.19.41.ims,0.9969192734360062
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.18.24.ims,0.9948425316901308
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.20.19.ims,0.9934156562753612
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.20.32.ims,0.9961452346621772
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.20.44.ims,0.9967792038433763
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.20.57.ims,0.9981874837837696
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.21.10.ims,0.9994766944158289
10,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.21.23.ims,0.9986076423268954
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.42.35.ims,0.13529296658450435
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.43.00.ims,0.1348510018320385
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.42.08.ims,0.13610918073938008
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.42.22.ims,0.13585826994107797
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.42.48.ims,0.13537193533518774
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.44.42.ims,0.13470515594221688
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.44.30.ims,0.13463530180268019
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.43.39.ims,0.13490901860409985
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.44.04.ims,0.13481720810559514
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.44.17.ims,0.13465641229627867
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.43.51.ims,0.13463828655442223
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.43.13.ims,0.1351758686840146
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.43.26.ims,0.13563835172742847
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.45.57.ims,0.13522543716980281
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.46.09.ims,0.13529284479151815
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.46.22.ims,0.13521982229028806
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.45.44.ims,0.13488514272178298
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.44.55.ims,0.13412965724341616
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.45.08.ims,0.13373958880211112
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.45.31.ims,0.13550534535691688
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.48.05.ims,0.16992258658450704
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.47.39.ims,0.21203415523399338
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.46.48.ims,0.13779850022921153
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.47.14.ims,0.33202558723209413
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.47.52.ims,0.1719658891044671
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.46.35.ims,0.13623811106586362
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.47.01.ims,0.15649960271365287
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.47.26.ims,1.0
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.48.18.ims,0.1689537751195407
11,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.48.31.ims,0.16778141589102483
